접수날짜,불량유형_대,불량유형_중,불량유형_소,원인,유상/무상,처리내역,수리부품,수리비용,수리비용청구여부
2022-02-10,기능,화면,두번 터치됨,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
2023-04-26,기능,화면,안켜짐,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
2022-04-21,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2022-07-29,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2023-01-01,기능,화면,켜지지 않음,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000
2023-03-22,기능,화면,안켜짐,컨넥터 이탈,무상,제품교환,컨넥터 Ass'y,18000,미청구
2022-01-13,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2023-02-14,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2022-08-19,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2021-11-30,기능,화면,두번 터치됨,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
2023-05-19,기능,화면,켜지지 않음,휴즈 끊어짐,무상,제품교환,Fuse,3000,미청구
2021-06-26,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2021-09-20,기능,화면,켜지지 않음,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000
2021-03-22,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2022-01-17,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2021-02-14,기능,화면,켜지지 않음,배터리 방전,유상,부품교체,Battery,30000,30000
2022-11-20,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2021-03-22,기능,화면,켜지지 않음,휴즈 끊어짐,무상,제품교환,Fuse,3000,미청구
2022-08-24,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2021-06-13,기능,화면,백화현상,컨넥터 접촉불량,무상,제품교환,컨넥터 Ass'y,18000,미청구
2021-01-07,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2021-11-03,기능,화면,켜지지 않음,전원스위치 고장,무상,부품교체,SMPS Pcb Board,45000,미청구
2023-03-12,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2022-02-18,기능,화면,켜지지 않음,배터리 방전,무상,제품교환,Battery,30000,미청구
2022-11-16,기능,화면,동작안함,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
2022-11-03,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2021-09-03,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2021-08-31,기능,화면,켜지지 않음,휴즈 끊어짐,무상,부품교체,Fuse,3000,미청구
2023-05-30,기능,화면,두번 터치됨,스위치고장,무상,제품교환,스위치 PCB Board Ass'y,25000,미청구
2022-12-04,기능,화면,켜지지 않음,전원스위치 고장,무상,제품교환,SMPS Pcb Board,45000,미청구
2021-06-24,기능,화면,두번 터치됨,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
2021-11-20,기능,화면,백화현상,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
2022-12-23,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2022-07-06,기능,화면,두번 터치됨,스위치고장,무상,제품교환,스위치 PCB Board Ass'y,25000,미청구
2023-03-20,기능,화면,켜지지 않음,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
2022-11-17,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2021-03-16,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2022-02-15,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2021-03-12,기능,화면,백화현상,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000
2022-10-08,기능,화면,안켜짐,컨넥터 이탈,무상,부품교체,컨넥터 Ass'y,18000,미청구
2022-10-23,기능,화면,켜지지 않음,휴즈 끊어짐,유상,부품교체,Fuse,3000,3000
2021-11-23,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2021-07-12,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2021-06-30,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2023-05-28,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2021-10-03,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2021-04-27,기능,화면,켜지지 않음,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000
2021-05-03,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2022-04-30,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2022-05-04,기능,화면,동작안함,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
2022-07-30,기능,화면,켜지지 않음,휴즈 끊어짐,무상,제품교환,Fuse,3000,미청구
2023-01-17,기능,화면,동작안함,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
2021-07-21,기능,화면,두번 터치됨,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
2022-04-03,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2021-07-26,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2023-04-25,기능,화면,두번 터치됨,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000
2022-08-05,기능,화면,동작안함,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
2021-03-10,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2022-05-27,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2023-02-25,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2023-05-27,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2022-08-06,기능,화면,켜지지 않음,휴즈 끊어짐,무상,제품교환,Fuse,3000,미청구
2021-12-08,기능,화면,켜지지 않음,배터리 방전,무상,제품교환,Battery,30000,미청구
2021-07-11,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2022-05-17,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2022-07-13,기능,화면,켜지지 않음,배터리 방전,무상,제품교환,Battery,30000,미청구
2021-09-09,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2021-03-26,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2022-07-13,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2021-03-15,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2023-02-16,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2022-08-13,기능,화면,동작안함,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000
2021-08-30,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2022-03-08,기능,화면,두번 터치됨,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000
2022-09-18,기능,화면,켜지지 않음,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000
2021-07-28,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2022-08-09,기능,화면,동작안함,스위치고장,무상,부품교체,스위치 PCB Board Ass'y,25000,미청구
2022-10-25,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2021-10-04,기능,화면,백화현상,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
2022-10-05,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2023-03-26,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2022-10-06,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2021-02-26,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2023-04-14,기능,화면,백화현상,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
2022-03-01,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2021-01-18,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2021-08-14,기능,화면,켜지지 않음,전원스위치 고장,유상,부품교체,SMPS Pcb Board,45000,45000
2022-02-22,기능,화면,켜지지 않음,휴즈 끊어짐,무상,부품교체,Fuse,3000,미청구
2021-07-15,기능,화면,안켜짐,컨넥터 이탈,무상,제품교환,컨넥터 Ass'y,18000,미청구
2022-08-23,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2021-11-10,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2021-12-28,기능,화면,동작안함,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
2021-12-08,기능,화면,켜지지 않음,휴즈 끊어짐,유상,부품교체,Fuse,3000,3000
2023-03-27,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2022-04-24,기능,화면,켜지지 않음,배터리 방전,유상,부품교체,Battery,30000,30000
2022-10-28,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2023-03-30,기능,화면,동작안함,스위치고장,유상,부품교체,스위치 PCB Board Ass'y,25000,25000
2023-03-10,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2022-10-07,기능,화면,백화현상,컨넥터 접촉불량,무상,부품교체,컨넥터 Ass'y,18000,미청구
2021-02-10,기능,화면,두번 터치됨,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
2021-03-04,기능,화면,백화현상,컨넥터 접촉불량,유상,부품교체,컨넥터 Ass'y,18000,18000
2023-01-23,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2022-09-06,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2023-02-11,기능,화면,켜지지 않음,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
2022-03-28,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2021-10-17,기능,화면,안켜짐,액정 고장,무상,부품교체,액정 Ass'y,80000,미청구
2022-03-20,기능,화면,두번 터치됨,스위치고장,무상,부품교체,스위치 PCB Board Ass'y,25000,미청구
2023-04-30,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2021-12-30,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2021-08-06,기능,화면,두번 터치됨,스위치고장,유상,부품교체,스위치 PCB Board Ass'y,25000,25000
2022-07-07,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2021-12-20,기능,화면,백화현상,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000
2023-04-11,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2021-11-06,기능,화면,켜지지 않음,배터리 방전,유상,부품교체,Battery,30000,30000
2022-05-23,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2021-06-08,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2022-07-05,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2022-03-24,기능,화면,안켜짐,컨넥터 이탈,무상,부품교체,컨넥터 Ass'y,18000,미청구
2021-03-12,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2021-02-04,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2022-11-18,기능,화면,두번 터치됨,스위치고장,무상,제품교환,스위치 PCB Board Ass'y,25000,미청구
2022-09-27,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2021-05-02,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2021-01-19,기능,화면,켜지지 않음,배터리 방전,유상,부품교체,Battery,30000,30000
2021-01-16,기능,화면,두번 터치됨,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
2021-04-22,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2021-03-26,기능,화면,켜지지 않음,전원스위치 고장,유상,부품교체,SMPS Pcb Board,45000,45000
2023-05-09,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2022-11-01,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2022-08-08,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2021-08-27,기능,화면,안켜짐,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
2021-04-07,기능,화면,백화현상,액정 고장,유상,부품교체,액정 Ass'y,80000,80000
2022-03-19,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2022-09-07,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2021-03-17,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2022-06-25,기능,화면,안켜짐,컨넥터 이탈,유상,부품교체,컨넥터 Ass'y,18000,18000
2022-01-14,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2021-10-02,기능,화면,안켜짐,액정 고장,무상,부품교체,액정 Ass'y,80000,미청구
2022-01-25,기능,화면,안켜짐,컨넥터 이탈,무상,부품교체,컨넥터 Ass'y,18000,미청구
2022-02-13,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2021-03-15,기능,화면,켜지지 않음,배터리 방전,무상,제품교환,Battery,30000,미청구
2023-02-08,기능,화면,동작안함,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
2021-01-24,기능,화면,켜지지 않음,휴즈 끊어짐,무상,부품교체,Fuse,3000,미청구
2022-12-05,기능,화면,안켜짐,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
2022-06-06,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2022-12-06,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2021-08-06,기능,화면,두번 터치됨,스위치고장,무상,제품교환,스위치 PCB Board Ass'y,25000,미청구
2022-02-12,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2023-04-06,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2022-08-18,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2023-04-10,기능,화면,안켜짐,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
2022-11-02,기능,화면,백화현상,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
2023-02-25,기능,화면,켜지지 않음,휴즈 끊어짐,무상,제품교환,Fuse,3000,미청구
2022-06-12,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2021-12-26,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2022-10-01,기능,화면,백화현상,액정 고장,무상,제품교환,액정 Ass'y,80000,미청구
2023-05-16,기능,화면,켜지지 않음,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000
2021-11-09,기능,화면,백화현상,컨넥터 접촉불량,무상,제품교환,컨넥터 Ass'y,18000,미청구
2021-07-17,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2021-12-25,기능,화면,백화현상,컨넥터 접촉불량,무상,제품교환,컨넥터 Ass'y,18000,미청구
2023-02-21,기능,화면,두번 터치됨,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
2023-05-19,기능,화면,안켜짐,액정 고장,무상,부품교체,액정 Ass'y,80000,미청구
2023-02-05,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2021-07-25,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구
